user_id,item_id,rating,timestamp
3863674,37,4.0,1302912000
1680168,37,5.0,1367280000
3789136,37,3.0,1383782400
2329258,37,5.0,1385337600
1191579,37,5.0,1372636800
2522011,37,5.0,1316908800
243785,37,5.0,1325376000
2108313,37,5.0,1373846400
1234592,37,5.0,1388016000
172157,37,3.0,1361059200
1093758,37,5.0,1336521600
446545,37,5.0,1323993600
2581079,37,4.0,1385164800
1014170,37,5.0,1370476800
2201624,37,1.0,1359504000
2750098,37,5.0,1402358400
231134,37,4.0,1369267200
4158469,37,1.0,1343260800
3938782,37,5.0,1381190400
2583189,37,5.0,1351296000
4071666,37,4.0,1283126400
3952464,37,3.0,1379203200
3735839,37,5.0,1375660800
164218,37,4.0,1311292800
852729,37,5.0,1360454400
3166619,37,5.0,1368316800
4091132,37,5.0,1365465600
3015668,37,5.0,1388448000
850617,37,4.0,1377907200
3910839,37,5.0,1374364800
2943886,37,5.0,1400457600
2423381,37,5.0,1293580800
2151989,37,3.0,1315008000
474866,37,5.0,1326412800
309789,37,5.0,1360972800
2312793,37,4.0,1304812800
497778,37,5.0,1383955200
3314750,37,4.0,1393977600
442957,37,5.0,1377475200
1609593,37,5.0,1311465600
2439366,37,4.0,1389052800
230024,37,4.0,1294617600
882994,37,5.0,1377561600
2535554,37,5.0,1346716800
274912,37,3.0,1317168000
2215676,37,5.0,1357257600
2063704,37,3.0,1361232000
3308759,37,4.0,1368835200
3663065,37,5.0,1325116800
3064042,37,5.0,1388966400
607483,37,5.0,1321488000
2729208,37,1.0,1336348800
3053485,37,5.0,1325116800
1321041,37,5.0,1361404800
3873440,37,5.0,1331942400
3116182,37,1.0,1360454400
4028449,37,5.0,1367884800
154541,37,4.0,1366156800
551402,37,4.0,1354665600
4193144,37,5.0,1393113600
909192,37,5.0,1404777600
3289329,37,5.0,1363219200
385404,37,4.0,1365724800
988569,37,5.0,1384905600
375054,37,5.0,1384819200
3560370,37,4.0,1386201600
3579463,37,5.0,1379721600
3621839,37,5.0,1364083200
494882,37,5.0,1322524800
1656739,37,5.0,1397606400
2055664,37,5.0,1369785600
3374949,37,5.0,1391990400
2602833,37,5.0,1357689600
4170376,37,5.0,1404000000
4163136,37,5.0,1374105600
2994306,37,5.0,1310515200
3958179,37,4.0,1354233600
3758418,37,4.0,1357257600
2334033,37,5.0,1357603200
2993561,37,5.0,1402617600
2190087,37,5.0,1379203200
3020932,37,5.0,1306886400
3332887,37,4.0,1399075200
604717,37,4.0,1336435200
3671599,37,5.0,1369008000
2284189,37,2.0,1367193600
3904377,37,5.0,1375574400
1722564,37,5.0,1317686400
3534407,37,5.0,1404604800
3309133,37,5.0,1324684800
1014511,37,5.0,1393286400
1535585,37,5.0,1311724800
11157,37,4.0,1326067200
2950862,37,4.0,1330128000
2609284,37,5.0,1341014400
4034858,37,5.0,1396828800
3165340,37,4.0,1332374400
1481259,37,5.0,1298678400
4156325,37,5.0,1394064000
1171062,37,4.0,1402531200
1698102,37,5.0,1371600000
1085342,37,4.0,1323302400
1390037,37,4.0,1312934400
4163861,37,5.0,1337299200
2255475,37,3.0,1354147200
3613861,37,5.0,1364428800
655730,37,5.0,1345161600
1214817,37,4.0,1296086400
75304,37,5.0,1356220800
3267349,37,5.0,1353801600
3144225,37,4.0,1291766400
1778899,37,5.0,1404604800
2398571,37,1.0,1284595200
3243048,37,5.0,1332201600
1357559,37,5.0,1290211200
2416412,37,5.0,1364774400
1752933,37,4.0,1306800000
4086695,37,1.0,1355616000
1697437,37,3.0,1380844800
1358210,37,5.0,1329436800
2970658,37,5.0,1327795200
3226559,37,2.0,1394582400
2639113,37,2.0,1342051200
351645,37,5.0,1377129600
3140342,37,5.0,1362614400
4108260,37,5.0,1327276800
2792763,37,5.0,1393459200
377088,37,4.0,1366588800
1839474,37,5.0,1373068800
1065064,37,2.0,1333843200
4014640,37,5.0,1327881600
4154395,37,5.0,1379721600
1118387,37,4.0,1313539200
12517,37,5.0,1404864000
2401136,37,4.0,1399161600
2980857,37,5.0,1286582400
121066,37,5.0,1370563200
1140728,37,4.0,1402617600
1057857,37,4.0,1320278400
2895005,37,4.0,1352332800
3599991,37,5.0,1311465600
462832,37,5.0,1360281600
4069586,37,5.0,1297814400
3194386,37,3.0,1310428800
706422,37,5.0,1347494400
1135776,37,5.0,1366848000
1772569,37,4.0,1354147200
288162,37,5.0,1361059200
3909875,37,5.0,1335052800
1926873,37,5.0,1385078400
2387311,37,5.0,1306800000
609979,37,5.0,1342137600
514950,37,5.0,1326326400
2745127,37,5.0,1358553600
879885,37,5.0,1324944000
1305304,37,5.0,1360454400
4119566,37,5.0,1393977600
1802254,37,5.0,1395014400
1180935,37,5.0,1376956800
2065550,37,5.0,1352851200
138141,37,5.0,1386633600
4121705,37,5.0,1372896000
2905506,37,3.0,1355097600
521002,37,5.0,1340496000
1488225,37,4.0,1336521600
985945,37,4.0,1287014400
3858542,37,5.0,1388620800
3088460,37,5.0,1373587200
552433,37,5.0,1396483200
3694354,37,4.0,1364947200
2433762,37,5.0,1358985600
10896,37,5.0,1310083200
1078861,37,5.0,1403222400
3151234,37,4.0,1382486400
3177105,37,5.0,1375660800
2596418,37,4.0,1324598400
2313666,37,5.0,1385337600
764162,37,4.0,1396742400
2787372,37,4.0,1369353600
1578255,37,4.0,1366588800
2801693,37,5.0,1390348800
3064139,37,5.0,1388966400
889798,37,5.0,1359417600
606562,37,5.0,1327536000
1928859,37,5.0,1382054400
1311942,37,4.0,1359936000
1924470,37,3.0,1348185600
1301402,37,5.0,1293753600
2325924,37,2.0,1323907200
1280053,37,5.0,1362182400
1562458,37,5.0,1357689600
1814251,37,5.0,1267747200
3037248,37,5.0,1286236800
2056916,37,5.0,1350345600
1965943,37,5.0,1361750400
1279361,37,5.0,1319155200
1785628,37,4.0,1369872000
1324891,37,5.0,1320537600
693408,37,5.0,1342828800
557657,37,5.0,1383523200
2866166,37,5.0,1324598400
3294233,37,5.0,1306886400
3030273,37,5.0,1395619200
3155331,37,5.0,1360540800
337141,37,4.0,1393372800
2081024,37,3.0,1385856000
130924,37,5.0,1357344000
1446866,37,4.0,1376611200
2624585,37,5.0,1346198400
4160433,37,5.0,1366588800
2949563,37,5.0,1357171200
3662387,37,4.0,1350172800
3128048,37,4.0,1361404800
1808757,37,5.0,1355616000
2467887,37,5.0,1389571200
1155653,37,4.0,1342569600
2068138,37,5.0,1361750400
1675992,37,5.0,1388102400
2529871,37,3.0,1328572800
945144,37,5.0,1354579200
488686,37,5.0,1342915200
4147288,37,5.0,1394323200
2276050,37,5.0,1371427200
1484481,37,5.0,1364083200
1550434,37,4.0,1331078400
3050072,37,4.0,1390435200
3155826,37,1.0,1323907200
3124856,37,4.0,1388707200
4112854,37,4.0,1395705600
3046005,37,4.0,1367798400
377799,37,4.0,1398384000
451757,37,4.0,1333584000
3547481,37,5.0,1363737600
3719918,37,4.0,1380931200
1042995,37,4.0,1340755200
976849,37,5.0,1356566400
1960646,37,5.0,1375660800
2306546,37,4.0,1306281600
1651972,37,5.0,1320969600
3616253,37,4.0,1392076800
734000,37,4.0,1393545600
401346,37,5.0,1367971200
63869,37,4.0,1358899200
1976791,37,4.0,1384214400
1994224,37,5.0,1388707200
3744677,37,4.0,1395187200
2986557,37,1.0,1397088000
361955,37,4.0,1366761600
557017,37,5.0,1317254400
3761713,37,5.0,1391817600
2726414,37,5.0,1382227200
107211,37,4.0,1296950400
688693,37,5.0,1346457600
1139475,37,5.0,1325980800
1283201,37,5.0,1351382400
3154396,37,5.0,1322524800
94643,37,4.0,1371427200
815415,37,5.0,1386201600
3044386,37,4.0,1380240000
536336,37,5.0,1356048000
1894868,37,5.0,1356566400
1371754,37,5.0,1388275200
2352307,37,5.0,1325548800
890670,37,2.0,1362960000
857811,37,5.0,1359504000
3442198,37,5.0,1345420800
4158263,37,2.0,1336694400
350207,37,3.0,1366848000
241609,37,5.0,1390780800
2434071,37,5.0,1360454400
1424729,37,5.0,1379462400
1104195,37,4.0,1384300800
1867989,37,4.0,1324080000
2990306,37,4.0,1360195200
853680,37,4.0,1293408000
2270343,37,5.0,1288310400
632278,37,4.0,1282867200
2176802,37,4.0,1341360000
1784525,37,2.0,1355702400
921947,37,5.0,1402790400
2632869,37,5.0,1324684800
1215006,37,3.0,1295222400
264042,37,5.0,1332028800
3525963,37,5.0,1354924800
682948,37,4.0,1369353600
2630336,37,4.0,1366416000
1033314,37,4.0,1297468800
1718846,37,1.0,1354320000
2556039,37,4.0,1360540800
1074198,37,5.0,1370563200
1520350,37,5.0,1393718400
4133165,37,5.0,1384128000
3206716,37,5.0,1319587200
148563,37,3.0,1359331200
1357249,37,5.0,1362700800
4063080,37,5.0,1375142400
356028,37,5.0,1391472000
2485032,37,5.0,1333497600
161771,37,5.0,1391731200
2692865,37,5.0,1319328000
635713,37,5.0,1346198400
2486741,37,5.0,1290384000
3664990,37,5.0,1317513600
1629415,37,5.0,1395878400
2610792,37,5.0,1373587200
96376,37,5.0,1326153600
2732434,37,5.0,1386374400
2480712,37,5.0,1296432000
966378,37,5.0,1376870400
1686373,37,5.0,1392076800
3028715,37,4.0,1357171200
3987629,37,3.0,1337040000
1432748,37,4.0,1360281600
1376144,37,4.0,1362614400
3854017,37,5.0,1355184000
1692083,37,5.0,1297382400
1257808,37,5.0,1335916800
3118107,37,5.0,1309564800
244803,37,5.0,1325116800
2996316,37,1.0,1324857600
780598,37,4.0,1323302400
800284,37,5.0,1373414400
3255556,37,5.0,1386720000
3111906,37,5.0,1372291200
1256785,37,5.0,1349740800
1005268,37,5.0,1356912000
962644,37,5.0,1346716800
1734133,37,4.0,1323043200
1665850,37,5.0,1359331200
1567815,37,5.0,1387670400
2482078,37,1.0,1291161600
382056,37,5.0,1395446400
2382779,37,5.0,1284508800
3129741,37,1.0,1312588800
1187050,37,5.0,1335225600
87724,37,5.0,1377734400
1137377,37,4.0,1288656000
211458,37,3.0,1326153600
778703,37,5.0,1382400000
1384107,37,4.0,1295654400
1350423,37,5.0,1360886400
3633822,37,5.0,1340236800
1495558,37,5.0,1396828800
298837,37,5.0,1323475200
2657799,37,5.0,1384646400
1843630,37,5.0,1392076800
55677,37,5.0,1284854400
2177296,37,3.0,1361750400
3389786,37,4.0,1366761600
2356820,37,5.0,1359244800
514865,37,1.0,1340668800
60146,37,5.0,1384041600
3914693,37,3.0,1315267200
2690085,37,5.0,1387497600
2631074,37,5.0,1338768000
2516860,37,4.0,1364947200
124490,37,4.0,1314057600
3237876,37,5.0,1399248000
1148583,37,4.0,1287360000
1923084,37,5.0,1364083200
1441903,37,5.0,1396396800
544280,37,5.0,1314748800
232029,37,5.0,1374624000
4073320,37,4.0,1330819200
3013649,37,1.0,1347321600
1129624,37,4.0,1288483200
801119,37,5.0,1352419200
3849315,37,5.0,1325548800
3908745,37,2.0,1388448000
1356638,37,5.0,1358294400
1062092,37,2.0,1335916800
2739444,37,5.0,1361491200
716391,37,5.0,1359763200
2234973,37,5.0,1336089600
3494447,37,5.0,1360627200
3451229,37,4.0,1383782400
892985,37,5.0,1305244800
1129401,37,3.0,1403481600
1004593,37,5.0,1404604800
2129694,37,5.0,1332028800
2861324,37,5.0,1401580800
720615,37,5.0,1369008000
2128984,37,1.0,1344124800
3730436,37,1.0,1325635200
1405151,37,1.0,1322611200
151613,37,5.0,1366156800
2632568,37,4.0,1404691200
2537672,37,3.0,1360281600
2733621,37,5.0,1367971200
3308123,37,5.0,1340323200
1224242,37,5.0,1364774400
3294035,37,4.0,1342483200
1550872,37,5.0,1377561600
2407986,37,5.0,1389052800
36130,37,5.0,1388620800
55790,37,4.0,1311552000
2620188,37,4.0,1360108800
2088065,37,5.0,1388707200
4148815,37,1.0,1294531200
115862,37,3.0,1359158400
3830112,37,5.0,1265500800
250831,37,4.0,1319241600
2266295,37,5.0,1388620800
1526705,37,5.0,1390176000
837975,37,4.0,1293408000
639010,37,4.0,1390867200
2759116,37,5.0,1386288000
3300827,37,5.0,1292371200
2338349,37,5.0,1367366400
1307240,37,5.0,1357084800
46964,37,5.0,1298678400
4176791,37,5.0,1374451200
1576344,37,5.0,1361232000
1364117,37,5.0,1371686400
3321235,37,5.0,1355097600
3368187,37,2.0,1365465600
3634698,37,5.0,1332115200
2579802,37,3.0,1343088000
713292,37,5.0,1357862400
2237865,37,4.0,1377388800
158170,37,5.0,1341878400
3805774,37,5.0,1331683200
1958207,37,5.0,1350086400
2339632,37,4.0,1335916800
1177341,37,4.0,1384732800
977701,37,5.0,1379462400
3486959,37,5.0,1392768000
3801427,37,4.0,1291680000
453698,37,5.0,1372550400
1027109,37,4.0,1322438400
2685516,37,5.0,1379289600
290023,37,5.0,1373155200
967406,37,5.0,1293580800
2437160,37,1.0,1374192000
675772,37,5.0,1380067200
1466801,37,4.0,1335312000
304329,37,5.0,1358035200
823105,37,4.0,1367193600
3542913,37,4.0,1360108800
1420443,37,5.0,1380672000
4050202,37,5.0,1289260800
3209465,37,5.0,1384732800
3170545,37,5.0,1372204800
3124240,37,5.0,1353456000
1125670,37,2.0,1368144000
1018640,37,5.0,1286150400
3048111,37,5.0,1360627200
4163673,37,4.0,1386460800
2011149,37,5.0,1358553600
3200999,37,5.0,1366243200
822877,37,5.0,1360454400
1972012,37,3.0,1362700800
2105062,37,5.0,1355875200
804025,37,5.0,1355702400
3818842,37,5.0,1363305600
211113,37,5.0,1375315200
847640,37,4.0,1293408000
1659169,37,4.0,1288483200
633660,37,4.0,1359936000
4169929,37,5.0,1322870400
2158345,37,5.0,1376092800
2644018,37,4.0,1320883200
3247765,37,5.0,1391990400
1832719,37,4.0,1352764800
2601090,37,5.0,1356566400
940808,37,5.0,1362700800
37068,37,5.0,1387497600
1052190,37,5.0,1351036800
65102,37,3.0,1336694400
939523,37,5.0,1356220800
3805800,37,5.0,1382140800
2728506,37,5.0,1360972800
3304839,37,5.0,1356739200
2637651,37,5.0,1365120000
1867849,37,5.0,1341878400
69115,37,4.0,1394409600
82942,37,5.0,1331769600
1675763,37,3.0,1358899200
2565996,37,5.0,1325030400
3681035,37,4.0,1334188800
1566720,37,4.0,1300665600
1301584,37,5.0,1380153600
260631,37,5.0,1356566400
3224888,37,5.0,1324857600
3090886,37,5.0,1377734400
1043908,37,5.0,1329436800
252223,37,5.0,1322092800
1238312,37,5.0,1384646400
4015256,37,4.0,1326844800
3912054,37,4.0,1401753600
3434706,37,5.0,1386633600
28922,37,4.0,1389052800
1012948,37,5.0,1320105600
3713909,37,5.0,1390348800
3252088,37,5.0,1355443200
3429526,37,5.0,1368057600
1866215,37,5.0,1385942400
1201249,37,4.0,1374192000
2470450,37,5.0,1372204800
3496759,37,5.0,1303084800
154507,37,5.0,1297641600
2513307,37,5.0,1379462400
1619737,37,3.0,1325203200
2062395,37,5.0,1374278400
3745694,37,3.0,1356307200
1339919,37,5.0,1389312000
1040047,37,5.0,1361923200
374927,37,4.0,1351555200
1200249,37,5.0,1207526400
3366336,37,5.0,1324944000
30129,37,5.0,1291161600
1657426,37,4.0,1294012800
1941878,37,5.0,1293753600
247118,37,5.0,1363910400
3841890,37,5.0,1373068800
2112515,37,5.0,1358985600
2517106,37,5.0,1334966400
216525,37,4.0,1383868800
1135307,37,5.0,1394928000
3767167,37,4.0,1292803200
4014590,37,5.0,1370822400
1500661,37,5.0,1289520000
1780287,37,5.0,1335484800
462851,37,5.0,1386460800
3713283,37,4.0,1322784000
66847,37,4.0,1363305600
3224491,37,3.0,1376784000
3290965,37,5.0,1390953600
3518386,37,5.0,1371254400
3734193,37,5.0,1388534400
3826198,37,5.0,1390780800
827455,37,5.0,1360540800
2650026,37,2.0,1354406400
3402801,37,5.0,1358985600
3920972,37,5.0,1317168000
2986114,37,5.0,1367712000
2845503,37,4.0,1374451200
1698648,37,2.0,1382659200
2605922,37,5.0,1376784000
132936,37,3.0,1326412800
2874301,37,5.0,1370649600
662990,37,5.0,1387238400
3675625,37,5.0,1355702400
3718797,37,5.0,1315958400
1440564,37,4.0,1390089600
426251,37,2.0,1355097600
853133,37,1.0,1327363200
1379984,37,5.0,1380412800
3396124,37,5.0,1318550400
1471485,37,5.0,1358812800
1924051,37,5.0,1403395200
4014244,37,5.0,1383868800
1627114,37,5.0,1356652800
1586796,37,5.0,1380844800
1165430,37,5.0,1337904000
772764,37,5.0,1390262400
3407979,37,5.0,1360540800
3047204,37,5.0,1372377600
1610486,37,1.0,1287187200
2416089,37,4.0,1372118400
2393253,37,3.0,1328400000
3765032,37,5.0,1370476800
3215502,37,5.0,1366934400
1786784,37,5.0,1384387200
2259618,37,5.0,1383523200
3091733,37,5.0,1402790400
1546172,37,2.0,1288396800
2527794,37,5.0,1395705600
3871390,37,4.0,1296777600
3175042,37,5.0,1361232000
2833002,37,5.0,1395532800
1676253,37,5.0,1394064000
3870164,37,5.0,1357171200
3867035,37,5.0,1385769600
23896,37,5.0,1360195200
1021608,37,3.0,1310688000
513201,37,5.0,1289692800
922934,37,5.0,1359244800
1589491,37,4.0,1395705600
449819,37,5.0,1372636800
1829106,37,5.0,1301875200
1535442,37,5.0,1395100800
379403,37,5.0,1360713600
764105,37,5.0,1360540800
1527614,37,5.0,1263168000
3532100,37,4.0,1228694400
3466853,37,5.0,1393027200
1605317,37,5.0,1328140800
7638,37,5.0,1353542400
4019594,37,5.0,1355529600
517297,37,5.0,1352937600
3331595,37,5.0,1285804800
1971449,37,5.0,1367107200
2908694,37,4.0,1325116800
2046085,37,5.0,1393459200
3512675,37,5.0,1358380800
4068498,37,5.0,1398988800
326738,37,5.0,1355443200
1134999,37,5.0,1337040000
3258542,37,5.0,1345593600
800127,37,4.0,1317945600
1242266,37,4.0,1400025600
687401,37,5.0,1330732800
3551449,37,4.0,1323216000
776810,37,4.0,1298505600
223366,37,5.0,1340409600
1438507,37,5.0,1373155200
217240,37,5.0,1393977600
129718,37,5.0,1366156800
4041919,37,5.0,1363824000
2969709,37,5.0,1375142400
3468255,37,5.0,1329350400
885948,37,4.0,1340582400
937196,37,4.0,1375401600
3774015,37,5.0,1333065600
325576,37,1.0,1356652800
1146641,37,4.0,1394064000
3113209,37,4.0,1342483200
1444452,37,5.0,1365120000
45549,37,5.0,1382486400
2893747,37,3.0,1382313600
2132317,37,4.0,1378080000
882782,37,5.0,1394928000
3124265,37,5.0,1389052800
3686538,37,1.0,1327190400
1756344,37,5.0,1353974400
2373664,37,4.0,1360108800
4006798,37,5.0,1400112000
3303721,37,5.0,1315958400
4059009,37,5.0,1381363200
2055229,37,5.0,1404345600
1447966,37,5.0,1392768000
3178465,37,4.0,1363910400
1117440,37,5.0,1386979200
4023170,37,5.0,1400198400
3257341,37,5.0,1360713600
4190088,37,5.0,1391817600
1974064,37,5.0,1390262400
1418,37,4.0,1359676800
2772995,37,5.0,1389312000
2625723,37,4.0,1375833600
2173498,37,5.0,1357776000
3335009,37,4.0,1380844800
1822618,37,4.0,1365379200
2955796,37,5.0,1394668800
1562688,37,5.0,1347062400
439444,37,5.0,1398556800
3772026,37,4.0,1344038400
1917009,37,4.0,1295395200
1729824,37,4.0,1356739200
2782224,37,5.0,1359072000
2028213,37,5.0,1305590400
2915336,37,5.0,1360022400
3364429,37,4.0,1364428800
4140812,37,5.0,1367107200
3296963,37,3.0,1347667200
627373,37,4.0,1350259200
142679,37,2.0,1360281600
1037648,37,4.0,1330992000
1009794,37,4.0,1332374400
1325282,37,5.0,1379808000
1119365,37,5.0,1358035200
195933,37,5.0,1360972800
3101246,37,5.0,1356307200
221284,37,5.0,1321833600
2944080,37,5.0,1372118400
851731,37,5.0,1384041600
1978655,37,5.0,1324166400
2807175,37,5.0,1365465600
3664209,37,5.0,1358812800
2548763,37,4.0,1203379200
1676022,37,5.0,1285459200
223782,37,5.0,1387670400
4146723,37,5.0,1346803200
1832713,37,5.0,1355788800
141910,37,4.0,1365811200
4142194,37,5.0,1393632000
1844016,37,5.0,1372377600
2919666,37,5.0,1362355200
4119508,37,4.0,1321401600
3046333,37,3.0,1365724800
1688733,37,4.0,1295654400
3035961,37,5.0,1363910400
1753526,37,4.0,1386547200
4191656,37,5.0,1389830400
3624673,37,4.0,1292371200
726269,37,3.0,1391990400
3766703,37,5.0,1386028800
1291596,37,3.0,1344729600
2147712,37,5.0,1312761600
311974,37,5.0,1289779200
1471751,37,3.0,1393372800
3015173,37,4.0,1344988800
279951,37,4.0,1287273600
2518266,37,5.0,1383696000
3303246,37,4.0,1356912000
4018661,37,5.0,1356566400
218312,37,3.0,1321056000
4184110,37,5.0,1385164800
3364420,37,5.0,1363478400
3623522,37,5.0,1363996800
1653707,37,3.0,1301356800
51321,37,3.0,1358640000
63662,37,5.0,1360627200
175884,37,1.0,1360713600
546726,37,5.0,1387929600
1210627,37,4.0,1361491200
804358,37,5.0,1364083200
1338875,37,4.0,1381622400
873964,37,5.0,1378857600
1924773,37,3.0,1377734400
1788213,37,2.0,1291507200
1700464,37,5.0,1353801600
3289088,37,5.0,1394841600
3085090,37,5.0,1377043200
2640342,37,5.0,1296432000
4173849,37,5.0,1368489600
1920480,37,5.0,1395705600
782675,37,5.0,1397347200
1794858,37,5.0,1360108800
1473653,37,5.0,1389052800
424105,37,5.0,1325203200
3340445,37,4.0,1380326400
2580346,37,5.0,1356566400
301444,37,5.0,1318809600
1411010,37,5.0,1382054400
2675255,37,5.0,1358121600
3639174,37,5.0,1294704000
612930,37,2.0,1362960000
3322323,37,5.0,1287100800
2487540,37,5.0,1391040000
3292251,37,5.0,1304553600
1141429,37,5.0,1369785600
381480,37,5.0,1367193600
1164397,37,5.0,1352332800
3125990,37,4.0,1366848000
577461,37,5.0,1361750400
2131050,37,5.0,1287792000
76653,37,5.0,1374883200
2377656,37,5.0,1302825600
719261,37,5.0,1361059200
2714818,37,5.0,1358035200
2969627,37,5.0,1391990400
369337,37,5.0,1323388800
1809972,37,5.0,1359590400
1475511,37,4.0,1333411200
3910045,37,5.0,1403913600
2817688,37,5.0,1360022400
3952148,37,4.0,1363651200
2669454,37,4.0,1360281600
3510737,37,5.0,1372723200
444345,37,5.0,1362700800
546787,37,5.0,1297555200
2181211,37,5.0,1374192000
2306537,37,5.0,1289952000
2036600,37,5.0,1377388800
1412163,37,5.0,1381449600
2385171,37,5.0,1353628800
586978,37,4.0,1360972800
